Nombre,Equipo,Sueldo,Temporada
Kobe Bryant,Los Angeles Lakers,23500000,2015
Joe Johnson,Brooklyn Nets,23180790,2015
Carmelo Anthony,New York Knicks,22458401,2015
Dwight Howard,Houston Rockets,21436271,2015
Chris Bosh,Miami Heat,20644400,2015
LeBron James,Cleveland Cavaliers,20644400,2015
Chris Paul,Los Angeles Clippers,20068563,2015
Deron Williams,Brooklyn Nets,19754465,2015
Rudy Gay,Sacramento Kings,19317326,2015
Kevin Durant,Oklahoma City Thunder,18995624,2015
Derrick Rose,Chicago Bulls,18862876,2015
Blake Griffin,Los Angeles Clippers,17674613,2015
Zach Randolph,Memphis Grizzlies,16500000,2015
LaMarcus Aldridge,Portland Trail Blazers,16006000,2015
Paul George,Indiana Pacers,15937290,2015
Marc Gasol,Memphis Grizzlies,15829688,2015
Kevin Love,Cleveland Cavaliers,15719063,2015
Brook Lopez,Brooklyn Nets,15719062,2015
Russell Westbrook,Oklahoma City Thunder,15719062,2015
David Lee,Golden State Warriors,15012000,2015
Dwyane Wade,Miami Heat,15000000,2015
Eric Gordon,New Orleans Pelicans,14898938,2015
Roy Hibbert,Indiana Pacers,14898938,2015
Tyson Chandler,Dallas Mavericks,14846888,2015
John Wall,Washington Wizards,14746000,2015
DeMarcus Cousins,Sacramento Kings,14746000,2015
Gordon Hayward,Utah Jazz,14746000,2015
James Harden,Houston Rockets,14728844,2015
Chandler Parsons,Dallas Mavericks,14700000,2015
Al Jefferson,Charlotte Hornets,13500000,2015
Eric Bledsoe,Phoenix Suns,13000000,2015
Nene Hilario,Washington Wizards,13000000,2015
Andrew Bogut,Golden State Warriors,12972973,2015
Derrick Favors,Utah Jazz,12950000,2015
Rajon Rondo,Dallas Mavericks,12909090,2015
Joakim Noah,Chicago Bulls,12700000,2015
Tony Parker,San Antonio Spurs,12500000,2015
Serge Ibaka,Oklahoma City Thunder,12350000,2015
Andre Iguodala,Golden State Warriors,12289544,2015
Nikola Pekovic,Minnesota Timberwolves,12100000,2015
Kyle Lowry,Toronto Raptors,12000000,2015
Al Horford,Atlanta Hawks,12000000,2015
Kevin Garnett,Brooklyn Nets,12000000,2015
David West,Indiana Pacers,12000000,2015
Nicolas Batum,Portland Trail Blazers,11765500,2015
Ty Lawson,Denver Nuggets,11595506,2015
Andrea Bargnani,New York Knicks,11500000,2015
DeAndre Jordan,Los Angeles Clippers,11440123,2015
Tyreke Evans,New Orleans Pelicans,11265416,2015
JaVale McGee,Philadelphia 76ers,11250000,2015
Larry Sanders,Milwaukee Bucks,11000000,2015
Danilo Gallinari,Denver Nuggets,10854850,2015
Stephen Curry,Golden State Warriors,10629213,2015
Marcin Gortat,Washington Wizards,10434782,2015
Tim Duncan,San Antonio Spurs,10361446,2015
Gerald Wallace,Boston Celtics,10105855,2015
DeMar DeRozan,Toronto Raptors,10100000,2015
Jrue Holiday,New Orleans Pelicans,9904495,2015
Luol Deng,Miami Heat,9714461,2015
Anderson Varejao,Cleveland Cavaliers,9704545,2015
Steve Nash,Los Angeles Lakers,9701000,2015
Paul Millsap,Atlanta Hawks,9500000,2015
Thaddeus Young,Brooklyn Nets,9410869,2015
Tiago Splitter,San Antonio Spurs,9250000,2015
Jeff Green,Memphis Grizzlies,9200000,2015
Jordan Hill,Los Angeles Lakers,9000000,2015
Lance Stephenson,Charlotte Hornets,9000000,2015
Mike Conley,Memphis Grizzlies,8694216,2015
Trevor Ariza,Houston Rockets,8579089,2015
Channing Frye,Orlando Magic,8579088,2015
Marcus Thornton,Phoenix Suns,8575000,2015
Ryan Anderson,New Orleans Pelicans,8491500,2015
Jeremy Lin,Los Angeles Lakers,8374646,2015
Omer Asik,New Orleans Pelicans,8374646,2015
Monta Ellis,Dallas Mavericks,8360000,2015
Taj Gibson,Chicago Bulls,8000000,2015
Brandon Jennings,Detroit Pistons,8000000,2015
O.J. Mayo,Milwaukee Bucks,8000000,2015
George Hill,Indiana Pacers,8000000,2015
Jeff Teague,Atlanta Hawks,8000000,2015
Dirk Nowitzki,Dallas Mavericks,7974482,2015
Ersan Ilyasova,Milwaukee Bucks,7900000,2015
Tayshaun Prince,Memphis Grizzlies,7707865,2015
Boris Diaw,San Antonio Spurs,7500000,2015
Arron Afflalo,Portland Trail Blazers,7500000,2015
Goran Dragic,Phoenix Suns,7500000,2015
Wesley Matthews,Portland Trail Blazers,7245640,2015
Isaiah Thomas,Phoenix Suns,7238606,2015
Avery Bradley,Boston Celtics,7191011,2015
Pau Gasol,Chicago Bulls,7128000,2015
Jose Calderon,New York Knicks,7097191,2015
Kyrie Irving,Cleveland Cavaliers,7070730,2015
Manu Ginobili,San Antonio Spurs,7000000,2015
Amir Johnson,Toronto Raptors,7000000,2015
Marvin Williams,Charlotte Hornets,7000000,2015
Brandon Bass,Boston Celtics,6900000,2015
Kevin Martin,Minnesota Timberwolves,6792500,2015
JJ Redick,Los Angeles Clippers,6792500,2015
Wilson Chandler,Denver Nuggets,6757913,2015
Jason Richardson,Philadelphia 76ers,6601125,2015
JR Smith,New York Knicks,6515510,2015
Carl Landry,Sacramento Kings,6500000,2015
Greivis Vasquez,Toronto Raptors,6400000,2015
Derrick Williams,Sacramento Kings,6331404,2015
Jarrett Jack,Brooklyn Nets,6300000,2015
Kyle Korver,Atlanta Hawks,6253521,2015
Landry Fields,Toronto Raptors,6250000,2015
Robin Lopez,Portland Trail Blazers,6124729,2015
Jason Thompson,Sacramento Kings,6037500,2015
Jodie Meeks,Detroit Pistons,6000000,2015
Gerald Henderson,Charlotte Hornets,6000000,2015
Chuck Hayes,Toronto Raptors,5958750,2015
Jason Terry,Houston Rockets,5850313,2015
Patrick Patterson,Toronto Raptors,5831326,2015
P.J. Tucker,Phoenix Suns,5700000,2015
Enes Kanter,Utah Jazz,5694674,2015
Anthony Davis,New Orleans Pelicans,5607240,2015
Anthony Bennett,Minnesota Timberwolves,5563920,2015
Andrew Wiggins,Minnesota Timberwolves,5510640,2015
Greg Monroe,Detroit Pistons,5479934,2015
Jamal Crawford,Los Angeles Clippers,5450000,2015
Lou Williams,Toronto Raptors,5450000,2015
Courtney Lee,Memphis Grizzlies,5450000,2015
JJ Hickson,Denver Nuggets,5381750,2015
Martell Webster,Washington Wizards,5381750,2015
Chris Andersen,Miami Heat,5375000,2015
Nikola Mirotic,Chicago Bulls,5305000,2015
Spencer Hawes,Los Angeles Clippers,5305000,2015
Paul Pierce,Washington Wizards,5305000,2015
Shaun Livingston,Golden State Warriors,5305000,2015
Josh McRoberts,Miami Heat,5305000,2015
Keith Bogans,Philadelphia 76ers,5285817,2015
Zaza Pachulia,Milwaukee Bucks,5200000,2015
Tristan Thompson,Cleveland Cavaliers,5138430,2015
Michael Kidd-Gilchrist,Charlotte Hornets,5016960,2015
Chase Budinger,Minnesota Timberwolves,5000000,2015
Trevor Booker,Utah Jazz,5000000,2015
Brandan Wright,Phoenix Suns,5000000,2015
Nick Young,Los Angeles Lakers,4994420,2015
Victor Oladipo,Orlando Magic,4978200,2015
Jabari Parker,Milwaukee Bucks,4930560,2015
Luis Scola,Indiana Pacers,4868499,2015
Tony Allen,Memphis Grizzlies,4831461,2015
Chris Kaman,Portland Trail Blazers,4800000,2015
Darren Collison,Sacramento Kings,4797664,2015
Kostas Papanikolaou,Houston Rockets,4797664,2015
Corey Brewer,Minnesota Timberwolves,4702500,2015
Ricky Rubio,Minnesota Timberwolves,4660479,2015
Andre Miller,Washington Wizards,4650000,2015
Timofey Mozgov,Denver Nuggets,4650000,2015
Bradley Beal,Washington Wizards,4505280,2015
Caron Butler,Detroit Pistons,4500000,2015
Jonas Jerebko,Detroit Pistons,4500000,2015
Ben Gordon,Orlando Magic,4500000,2015
Otto Porter Jr.,Washington Wizards,4470480,2015
Joel Embiid,Philadelphia 76ers,4427640,2015
Luc Mbah a Moute,Philadelphia 76ers,4382576,2015
Kris Humphries,Washington Wizards,4250000,2015
Jared Dudley,Milwaukee Bucks,4250000,2015
C.J. Miles,Indiana Pacers,4205000,2015
Thabo Sefolosha,Atlanta Hawks,4150000,2015
Dion Waiters,Oklahoma City Thunder,4062000,2015
Samuel Dalembert,New York Knicks,4051527,2015
Cody Zeller,Charlotte Hornets,4030560,2015
Danny Green,San Antonio Spurs,4025000,2015
Mario Chalmers,Miami Heat,4000000,2015
Ian Mahinmi,Indiana Pacers,4000000,2015
Aaron Gordon,Orlando Magic,3992040,2015
Mo Williams,Charlotte Hornets,3965074,2015
Vince Carter,Memphis Grizzlies,3911981,2015
Kevin Seraphin,Washington Wizards,3898692,2015
Devin Harris,Dallas Mavericks,3878896,2015
Bismack Biyombo,Charlotte Hornets,3873398,2015
Patty Mills,San Antonio Spurs,3842105,2015
Joel Anthony,Detroit Pistons,3800000,2015
Raymond Felton,Dallas Mavericks,3793693,2015
Jonas Valanciunas,Toronto Raptors,3678360,2015
Thomas Robinson,Portland Trail Blazers,3678360,2015
Marreese Speights,Golden State Warriors,3657500,2015
Alex Len,Phoenix Suns,3649920,2015
Dante Exum,Utah Jazz,3615000,2015
Brandon Knight,Phoenix Suns,3553917,2015
Gerald Green,Phoenix Suns,3500000,2015
Darrell Arthur,Denver Nuggets,3457149,2015
Steve Novak,Utah Jazz,3445947,2015
Matt Barnes,Los Angeles Clippers,3396250,2015
Mirza Teletovic,Brooklyn Nets,3368100,2015
Damian Lillard,Portland Trail Blazers,3340920,2015
Mike Scott,Atlanta Hawks,3333333,2015
Tyler Hansbrough,Toronto Raptors,3326235,2015
Andrei Kirilenko,Brooklyn Nets,3326235,2015
Mike Dunleavy,Chicago Bulls,3326235,2015
Nerlens Noel,Philadelphia 76ers,3315120,2015
Marcus Smart,Boston Celtics,3283320,2015
Alexey Shved,Philadelphia 76ers,3282056,2015
Bojan Bogdanovic,Brooklyn Nets,3278000,2015
Evan Turner,Boston Celtics,3278000,2015
Jason Smith,New York Knicks,3278000,2015
Kemba Walker,Charlotte Hornets,3272091,2015
Carlos Boozer,Los Angeles Lakers,3251000,2015
Carlos Delfino,Los Angeles Clippers,3250000,2015
Gary Neal,Charlotte Hornets,3250000,2015
Anthony Morrow,Oklahoma City Thunder,3200000,2015
Dorell Wright,Portland Trail Blazers,3150000,2015
Quincy Pondexter,Memphis Grizzlies,3146068,2015
Chris Copeland,Indiana Pacers,3135000,2015
Klay Thompson,Golden State Warriors,3075880,2015
Harrison Barnes,Golden State Warriors,3049920,2015
Alec Burks,Utah Jazz,3034356,2015
Ben McLemore,Sacramento Kings,3026280,2015
Joel Freeland,Portland Trail Blazers,3013512,2015
Anthony Tolliver,Phoenix Suns,3000000,2015
Kosta Koufos,Memphis Grizzlies,3000000,2015
D.J. Augustin,Oklahoma City Thunder,3000000,2015
Travis Outlaw,Philadelphia 76ers,3000000,2015
Randy Foye,Denver Nuggets,3000000,2015
Jerryd Bayless,Milwaukee Bucks,3000000,2015
Julius Randle,Los Angeles Lakers,2997360,2015
Markieff Morris,Phoenix Suns,2989239,2015
Furkan Aldemir,Philadelphia 76ers,2963232,2015
Marcus Morris Sr.,Phoenix Suns,2943221,2015
Will Bynum,Washington Wizards,2915908,2015
Kawhi Leonard,San Antonio Spurs,2894059,2015
Marco Belinelli,San Antonio Spurs,2873750,2015
Terrence Ross,Toronto Raptors,2793960,2015
Kentavious Caldwell-Pope,Detroit Pistons,2772480,2015
Nikola Vucevic,Orlando Magic,2751260,2015
Luke Ridnour,Orlando Magic,2750000,2015
Nik Stauskas,Sacramento Kings,2745840,2015
Brian Roberts,Charlotte Hornets,2732000,2015
Udonis Haslem,Miami Heat,2732000,2015
Jameer Nelson,Denver Nuggets,2732000,2015
Mike Miller,Cleveland Cavaliers,2732000,2015
Kirk Hinrich,Chicago Bulls,2732000,2015
Iman Shumpert,New York Knicks,2616975,2015
Andre Drummond,Detroit Pistons,2568360,2015
Trey Burke,Utah Jazz,2548560,2015
Noah Vonleh,Charlotte Hornets,2524200,2015
James Johnson,Toronto Raptors,2500000,2015
DeMarre Carroll,Atlanta Hawks,2442455,2015
Austin Rivers,Los Angeles Clippers,2439840,2015
Shelvin Mack,Atlanta Hawks,2433333,2015
CJ McCollum,Portland Trail Blazers,2421000,2015
Elfrid Payton,Orlando Magic,2397840,2015
Tobias Harris,Orlando Magic,2380594,2015
Meyers Leonard,Portland Trail Blazers,2317920,2015
Michael Carter-Williams,Philadelphia 76ers,2300040,2015
Doug McDermott,Chicago Bulls,2277960,2015
Kenneth Faried,Denver Nuggets,2249768,2015
Nick Collison,Oklahoma City Thunder,2242003,2015
Brendan Haywood,Cleveland Cavaliers,2213668,2015
Reggie Jackson,Oklahoma City Thunder,2204369,2015
Jeremy Lamb,Oklahoma City Thunder,2202000,2015
Steven Adams,Oklahoma City Thunder,2184960,2015
Vitor Faverani,Boston Celtics,2090000,2015
Ramon Sessions,Washington Wizards,2077000,2015
Jordan Farmar,Los Angeles Clippers,2077000,2015
Aron Baynes,San Antonio Spurs,2077000,2015
C.J. Watson,Indiana Pacers,2077000,2015
Danny Granger,Miami Heat,2077000,2015
Beno Udrih,Memphis Grizzlies,2077000,2015
Steve Blake,Portland Trail Blazers,2077000,2015
Josh Smith,Houston Rockets,2077000,2015
Kelly Olynyk,Boston Celtics,2075760,2015
Zach LaVine,Minnesota Timberwolves,2055840,2015
Norris Cole,Miami Heat,2038206,2015
Cory Joseph,San Antonio Spurs,2023261,2015
Jimmy Butler,Chicago Bulls,2008748,2015
Kent Bazemore,Atlanta Hawks,2000000,2015
DeJuan Blair,Washington Wizards,2000000,2015
John Salmons,New Orleans Pelicans,2000000,2015
Elton Brand,Atlanta Hawks,2000000,2015
John Henson,Milwaukee Bucks,1987320,2015
Shabazz Muhammad,Minnesota Timberwolves,1971960,2015
T.J. Warren,Phoenix Suns,1953120,2015
Maurice Harkless,Orlando Magic,1887840,2015
Giannis Antetokounmpo,Milwaukee Bucks,1873200,2015
Adreian Payne,Minnesota Timberwolves,1855320,2015
Jeff Ayres,San Antonio Spurs,1828750,2015
Jeremy Evans,Utah Jazz,1794871,2015
Joffrey Lauvergne,Denver Nuggets,1790281,2015
Reggie Evans,Sacramento Kings,1768653,2015
Lucas Nogueira,Toronto Raptors,1762680,2015
Jusuf Nurkic,Denver Nuggets,1762680,2015
Luigi Datome,Detroit Pistons,1750000,2015
Zoran Dragic,Phoenix Suns,1706225,2015
Tyler Zeller,Boston Celtics,1703760,2015
Dennis Schroder,Atlanta Hawks,1690680,2015
James Young,Boston Celtics,1674480,2015
Pablo Prigioni,New York Knicks,1662961,2015
Ryan Kelly,Los Angeles Lakers,1650000,2015
Terrence Jones,Houston Rockets,1618680,2015
Shane Larkin,New York Knicks,1606080,2015
Tyler Ennis,Phoenix Suns,1590720,2015
Andrew Nicholson,Orlando Magic,1545840,2015
Sergey Karasev,Brooklyn Nets,1533840,2015
Gary Harris,Denver Nuggets,1519200,2015
Ronny Turiaf,Minnesota Timberwolves,1500000,2015
Miroslav Raduljica,Minnesota Timberwolves,1500000,2015
Donatas Motiejunas,Houston Rockets,1483920,2015
Evan Fournier,Orlando Magic,1483920,2015
Tony Snell,Chicago Bulls,1472400,2015
Bruno Caboclo,Toronto Raptors,1458360,2015
Willie Green,Orlando Magic,1448490,2015
Lamar Odom,New York Knicks,1448490,2015
Mike James,Chicago Bulls,1448490,2015
Jared Sullinger,Boston Celtics,1424520,2015
Gorgui Dieng,Minnesota Timberwolves,1413480,2015
Mitch McGary,Oklahoma City Thunder,1400040,2015
Victor Claver,Portland Trail Blazers,1370000,2015
Mason Plumlee,Brooklyn Nets,1357080,2015
Jordan Adams,Memphis Grizzlies,1344120,2015
Melvin Ely,Washington Wizards,1316809,2015
John Jenkins,Atlanta Hawks,1312920,2015
Josh Powell,Milwaukee Bucks,1310286,2015
Ronnie Brewer,Chicago Bulls,1310286,2015
Solomon Hill,Indiana Pacers,1302840,2015
Rodney Hood,Utah Jazz,1290360,2015
Alan Anderson,Brooklyn Nets,1276061,2015
Tim Hardaway Jr.,New York Knicks,1250640,2015
Hasheem Thabeet,Detroit Pistons,1250000,2015
Pero Antic,Atlanta Hawks,1250000,2015
Shabazz Napier,Miami Heat,1238640,2015
Shawne Williams,Miami Heat,1227985,2015
Aaron Gray,Detroit Pistons,1227985,2015
Shavlik Randolph,Phoenix Suns,1227985,2015
Tony Wroten,Philadelphia 76ers,1210080,2015
Reggie Bullock,Phoenix Suns,1200720,2015
Clint Capela,Houston Rockets,1189200,2015
Miles Plumlee,Phoenix Suns,1169880,2015
Andre Roberson,Oklahoma City Thunder,1160880,2015
P.J. Hairston,Charlotte Hornets,1149720,2015
Brandon Rush,Golden State Warriors,1145685,2015
Hilton Armstrong,Golden State Warriors,1145685,2015
Cartier Martin,Detroit Pistons,1145685,2015
Arnett Moultrie,New York Knicks,1136160,2015
Perry Jones,Oklahoma City Thunder,1129200,2015
Rudy Gobert,Utah Jazz,1127400,2015
Marquis Teague,Memphis Grizzlies,1120920,2015
Festus Ezeli,Golden State Warriors,1112880,2015
Archie Goodwin,Phoenix Suns,1112280,2015
CJ Wilcox,Los Angeles Clippers,1109760,2015
Nemanja Nedovic,Golden State Warriors,1104240,2015
Damjan Rudez,Indiana Pacers,1100000,2015
Kyle Anderson,San Antonio Spurs,1093680,2015
Kyle Singler,Oklahoma City Thunder,1090000,2015
Xavier Henry,Los Angeles Lakers,1082000,2015
Robert Covington,Philadelphia 76ers,1000000,2015
Ed Davis,Los Angeles Lakers,981084,2015
Al-Farouq Aminu,Dallas Mavericks,981084,2015
Garrett Temple,Washington Wizards,981084,2015
Luke Babbitt,New Orleans Pelicans,981084,2015
Alexis Ajinca,New Orleans Pelicans,981084,2015
Jon Leuer,Memphis Grizzlies,967500,2015
Josh Harrellson,Washington Wizards,948163,2015
Greg Smith,Dallas Mavericks,948163,2015
Jeremy Tyler,Houston Rockets,948163,2015
Donald Sloan,Indiana Pacers,948163,2015
Joey Dorsey,Houston Rockets,948163,2015
E'Twaun Moore,Chicago Bulls,948163,2015
Jeffery Taylor,Charlotte Hornets,915243,2015
Jason Maxiell,Charlotte Hornets,915243,2015
Jannero Pargo,Charlotte Hornets,915243,2015
Omri Casspi,Sacramento Kings,915243,2015
Ryan Hollins,Sacramento Kings,915243,2015
Lavoy Allen,Indiana Pacers,915243,2015
Wesley Johnson,Los Angeles Lakers,915243,2015
Drew Gooden,Washington Wizards,915243,2015
Henry Sims,Philadelphia 76ers,915243,2015
Ekpe Udoh,Los Angeles Clippers,915243,2015
Chris Wright,Oklahoma City Thunder,915243,2015
Sebastian Telfair,Oklahoma City Thunder,915243,2015
Nazr Mohammed,Chicago Bulls,915243,2015
Matt Bonner,San Antonio Spurs,915243,2015
Diante Garrett,Portland Trail Blazers,915243,2015
Greg Stiemsma,Toronto Raptors,915243,2015
Quincy Acy,New York Knicks,915243,2015
Jimmer Fredette,New Orleans Pelicans,915243,2015
Ronnie Price,Los Angeles Lakers,915243,2015
Leandro Barbosa,Golden State Warriors,915243,2015
Kyle O'Quinn,Orlando Magic,915243,2015
Jarvis Varnado,Philadelphia 76ers,915243,2015
Wayne Ellington,Los Angeles Lakers,915243,2015
Kyrylo Fesenko,Minnesota Timberwolves,915243,2015
Aaron Brooks,Chicago Bulls,915243,2015
Rasual Butler,Washington Wizards,915243,2015
Khris Middleton,Milwaukee Bucks,915243,2015
Kendall Marshall,Milwaukee Bucks,915243,2015
Jared Cunningham,Los Angeles Clippers,915243,2015
Jae Crowder,Dallas Mavericks,915243,2015
Shannon Brown,Miami Heat,915243,2015
Patrick Beverley,Houston Rockets,915243,2015
Glen Davis,Los Angeles Clippers,915243,2015
Hedo Turkoglu,Los Angeles Clippers,915243,2015
Rodney Stuckey,Indiana Pacers,915243,2015
Francisco Garcia,Houston Rockets,915243,2015
Draymond Green,Golden State Warriors,915243,2015
Will Barton,Portland Trail Blazers,915243,2015
Alonzo Gee,Portland Trail Blazers,915243,2015
Richard Jefferson,Dallas Mavericks,915243,2015
Doron Lamb,Dallas Mavericks,915243,2015
Ivan Johnson,Dallas Mavericks,915243,2015
Charlie Villanueva,Dallas Mavericks,915243,2015
Rashard Lewis,Dallas Mavericks,915243,2015
James Jones,Cleveland Cavaliers,915243,2015
Shawn Marion,Cleveland Cavaliers,915243,2015
Robert Sacre,Los Angeles Lakers,915243,2015
Darius Miller,New Orleans Pelicans,915243,2015
Chris Douglas-Roberts,Los Angeles Clippers,915243,2015
Cole Aldrich,New York Knicks,915243,2015
J.J. Barea,Dallas Mavericks,909859,2015
Joe Harris,Cleveland Cavaliers,884879,2015
Devyn Marble,Orlando Magic,884879,2015
Jerami Grant,Philadelphia 76ers,884879,2015
Robbie Hummel,Minnesota Timberwolves,880000,2015
Allen Crabbe,Portland Trail Blazers,862000,2015
Ish Smith,Oklahoma City Thunder,861405,2015
Damien Inglis,New York Knicks,820000,2015
Isaiah Canaan,Philadelphia 76ers,816842,2015
Ray McCallum,Sacramento Kings,816482,2015
Nick Calathes,Memphis Grizzlies,816482,2015
Justin Hamilton,Minnesota Timberwolves,816482,2015
Carrick Felix,Washington Wizards,816482,2015
Glen Rice Jr.,Washington Wizards,816482,2015
Nate Wolters,Milwaukee Bucks,816482,2015
Mike Muscala,Atlanta Hawks,816482,2015
Hollis Thompson,Philadelphia 76ers,816482,2015
Grant Jerrett,Utah Jazz,816482,2015
James Southerland,Portland Trail Blazers,816482,2015
Peyton Siva,Orlando Magic,816482,2015
Brandon Davies,Philadelphia 76ers,816482,2015
Justin Holiday,Golden State Warriors,816482,2015
Phil Pressey,Boston Celtics,816482,2015
Chris Babb,Golden State Warriors,816482,2015
Ognjen Kuzmic,Golden State Warriors,816482,2015
Dwight Buycks,Los Angeles Lakers,816482,2015
Jamaal Franklin,Denver Nuggets,816482,2015
Troy Daniels,Charlotte Hornets,816482,2015
Jeff Withey,New Orleans Pelicans,816482,2015
Matthew Dellavedova,Cleveland Cavaliers,816482,2015
Dionte Christmas,Philadelphia 76ers,816482,2015
Ian Clark,Utah Jazz,816482,2015
Jerome Jordan,Brooklyn Nets,816482,2015
Erik Jay Murphy,Boston Celtics,816482,2015
Dewayne Dedmon,Orlando Magic,816482,2015
Hassan Whiteside,Miami Heat,769881,2015
Jeff Adrien,Minnesota Timberwolves,742962,2015
Jarnell Stokes,Memphis Grizzlies,725000,2015
Dante Cunningham,New Orleans Pelicans,716043,2015
Malcolm Lee,Philadelphia 76ers,710659,2015
Darius Morris,Brooklyn Nets,702756,2015
Spencer Dinwiddie,Detroit Pistons,700000,2015
Malcolm Thomas,Philadelphia 76ers,635827,2015
Gal Mekel,New Orleans Pelicans,633974,2015
Johnny O'Bryant III,Milwaukee Bucks,600000,2015
Russ Smith,Memphis Grizzlies,507336,2015
Brady Heslip,Toronto Raptors,507336,2015
Joe Ingles,Utah Jazz,507336,2015
Jordan Clarkson,Los Angeles Lakers,507336,2015
Erick Green,Denver Nuggets,507336,2015
KJ McDaniels,Philadelphia 76ers,507336,2015
Eric Moreland,Sacramento Kings,507336,2015
Markel Brown,Brooklyn Nets,507336,2015
Nick Johnson,Houston Rockets,507336,2015
Sim Bhullar,Sacramento Kings,507336,2015
Glenn Robinson III,Philadelphia 76ers,507336,2015
Cory Jefferson,Brooklyn Nets,507336,2015
James Ennis III,Miami Heat,507336,2015
Khem Birch,Orlando Magic,507336,2015
Keith Appling,Orlando Magic,507336,2015
Cleanthony Early,New York Knicks,507336,2015
Alex Kirk,Cleveland Cavaliers,507336,2015
Travis Wear,New York Knicks,507336,2015
JaKarr Sampson,Philadelphia 76ers,507336,2015
Shayne Whittington,Indiana Pacers,507336,2015
Tarik Black,Los Angeles Lakers,507336,2015
Cameron Bairstow,Chicago Bulls,507336,2015
Pierre Jackson,Dallas Mavericks,507336,2015
Dwight Powell,Dallas Mavericks,507336,2015
Patric Young,New Orleans Pelicans,507336,2015
Will Cherry,Cleveland Cavaliers,495399,2015
Kalin Lucas,Memphis Grizzlies,486446,2015
Drew Gordon,Philadelphia 76ers,468540,2015
Kenyon Martin,Milwaukee Bucks,414551,2015
Lou Amundson,New York Knicks,409167,2015
Lance Thomas,Oklahoma City Thunder,403784,2015
Dahntay Jones,Los Angeles Clippers,387632,2015
Patrick Christopher,Utah Jazz,379010,2015
Ronald Roberts Jr.,Toronto Raptors,373041,2015
Reggie Williams,San Antonio Spurs,344036,2015
Amar'e Stoudemire,New York Knicks,306876,2015
Lorenzo Brown,Minnesota Timberwolves,283367,2015
Kendrick Perkins,Oklahoma City Thunder,274573,2015
John Lucas III,Detroit Pistons,269189,2015
Elijah Millsap,Utah Jazz,241731,2015
Bernard James,Dallas Mavericks,236886,2015
Langston Galloway,New York Knicks,235762,2015
Tyler Johnson,Miami Heat,199950,2015
Henry Walker,Miami Heat,196217,2015
Michael Beasley,Miami Heat,195440,2015
Quincy Miller,Sacramento Kings,183049,2015
Earl Barron,Phoenix Suns,183049,2015
James Michael McAdoo,Golden State Warriors,167122,2015
Jordan Hamilton,Los Angeles Clippers,150591,2015
JaMychal Green,Memphis Grizzlies,134295,2015
Toney Douglas,New Orleans Pelicans,107676,2015
Chris Johnson,Utah Jazz,107676,2015
Elliot Williams,Utah Jazz,107676,2015
Nate Robinson,Los Angeles Clippers,107676,2015
Toure' Murry,Washington Wizards,96056,2015
Jorge Gutierrez,Brooklyn Nets,96056,2015
Bryce Cotton,Utah Jazz,92514,2015
Jack Cooley,Utah Jazz,59686,2015
Jabari Brown,Los Angeles Lakers,59686,2015
Tim Frazier,Portland Trail Blazers,59686,2015
Tyrus Thomas,Memphis Grizzlies,53838,2015
A.J. Price,Phoenix Suns,53838,2015
Austin Daye,San Antonio Spurs,53838,2015
Ricky Ledo,New York Knicks,48028,2015
Seth Curry,Phoenix Suns,48028,2015
Andre Dawkins,Miami Heat,29843,2015
David Stockton,Sacramento Kings,29483,2015
Kobe Bryant,Los Angeles Lakers,25000000,2016
LeBron James,Cleveland Cavaliers,22970500,2016
Carmelo Anthony,New York Knicks,22875000,2016
Dwight Howard,Houston Rockets,22359364,2016
Chris Bosh,Miami Heat,22192730,2016
Chris Paul,Los Angeles Clippers,21468695,2016
Kevin Durant,Oklahoma City Thunder,20158622,2016
Derrick Rose,Chicago Bulls,20093064,2016
Dwyane Wade,Miami Heat,20000000,2016
LaMarcus Aldridge,San Antonio Spurs,19689000,2016
DeAndre Jordan,Los Angeles Clippers,19689000,2016
Brook Lopez,Brooklyn Nets,19689000,2016
Kevin Love,Cleveland Cavaliers,19689000,2016
Marc Gasol,Memphis Grizzlies,19688000,2016
Blake Griffin,Los Angeles Clippers,18907726,2016
Paul Millsap,Atlanta Hawks,18671659,2016
Paul George,Indiana Pacers,17120106,2016
Russell Westbrook,Oklahoma City Thunder,16744218,2016
Kyrie Irving,Cleveland Cavaliers,16407501,2016
Greg Monroe,Milwaukee Bucks,16407500,2016
Wesley Matthews,Dallas Mavericks,16407500,2016
Jimmy Butler,Chicago Bulls,16407500,2016
Kawhi Leonard,San Antonio Spurs,16407500,2016
Enes Kanter,Oklahoma City Thunder,16407500,2016
Tobias Harris,Orlando Magic,16000000,2016
John Wall,Washington Wizards,15851950,2016
DeMarcus Cousins,Sacramento Kings,15851950,2016
James Harden,Houston Rockets,15756438,2016
Roy Hibbert,Los Angeles Lakers,15592217,2016
Eric Gordon,New Orleans Pelicans,15514031,2016
Klay Thompson,Golden State Warriors,15501000,2016
Gordon Hayward,Utah Jazz,15409570,2016
Chandler Parsons,Dallas Mavericks,15361500,2016
Goran Dragic,Miami Heat,14783000,2016
Khris Middleton,Milwaukee Bucks,14700000,2016
Draymond Green,Golden State Warriors,14260870,2016
Tristan Thompson,Cleveland Cavaliers,14260870,2016
Danilo Gallinari,Denver Nuggets,14000000,2016
Reggie Jackson,Detroit Pistons,13913044,2016
