Nombre,Equipo,Sueldo,Temporada
V.J. Beachem,Los Angeles Lakers,815615,2018
LaDontae Henton,Los Angeles Clippers,815615,2018
Naz Mitrou-Long,Utah Jazz,815615,2018
Zhou Qi,Houston Rockets,815615,2018
Alex Hamilton,Golden State Warriors,815615,2018
Maxi Kleber,Dallas Mavericks,815615,2018
Sindarius Thornwell,Los Angeles Clippers,815615,2018
Jaylen Johnson,Chicago Bulls,815615,2018
Frank Jackson,New Orleans Pelicans,815615,2018
L.J. Peak,Boston Celtics,815615,2018
Daniel Theis,Boston Celtics,815615,2018
Jordan Mathews,Atlanta Hawks,815615,2018
Tyler Cavanaugh,Atlanta Hawks,679919,2018
Emeka Okafor,New Orleans Pelicans,592030,2018
DeAndre Liggins,Milwaukee Bucks,588120,2018
Rasheed Sulaimon,Charlotte Hornets,543471,2018
Andrew Andrews,Charlotte Hornets,543471,2018
Yanick Moreira,Toronto Raptors,543471,2018
Brady Heslip,Toronto Raptors,543471,2018
E.J. Singler,Toronto Raptors,543471,2018
Drew Crawford,Toronto Raptors,543471,2018
Isaiah Cousins,Utah Jazz,543471,2018
Kaleb Tarczewski,Oklahoma City Thunder,543471,2018
Richard Solomon,Oklahoma City Thunder,543471,2018
Nicolas Laprovittola,San Antonio Spurs,543471,2018
Ryan Richards,San Antonio Spurs,543471,2018
Gracin Bakumanya,Phoenix Suns,543471,2018
Derek Cooke Jr.,Phoenix Suns,543471,2018
Anthony Barber,Philadelphia 76ers,543471,2018
Maurice Ndour,New York Knicks,543471,2018
J.P. Tokoto,New York Knicks,543471,2018
Egidijus Mockevicius,Brooklyn Nets,543471,2018
Beau Beech,Brooklyn Nets,543471,2018
Stefan Jankovic,Miami Heat,543471,2018
Julian Jacobs,Los Angeles Lakers,543471,2018
Zach Auguste,Los Angeles Lakers,543471,2018
Nick Zeisloft,Golden State Warriors,543471,2018
Elgin Cook,Golden State Warriors,543471,2018
Scott Wood,Golden State Warriors,543471,2018
Cameron Jones,Golden State Warriors,543471,2018
Nikola Jovanovic,Detroit Pistons,543471,2018
Trey Freeman,Detroit Pistons,543471,2018
Ben Bentil,Dallas Mavericks,543471,2018
Jameel Warney,Dallas Mavericks,543471,2018
Keith Hornsby,Dallas Mavericks,543471,2018
D'Vauntes Smith-Rivera,Chicago Bulls,543471,2018
Thomas Walkup,Chicago Bulls,543471,2018
J.J. Avila,Chicago Bulls,543471,2018
Quincy Ford,New Orleans Pelicans,543471,2018
Jonathan Holmes,Boston Celtics,543471,2018
Brandan Wright,Memphis Grizzlies,490461,2018
Joe Johnson,Utah Jazz,473835,2018
Toney Douglas,Memphis Grizzlies,379159,2018
C.J. Williams,Los Angeles Clippers,375000,2018
Derrick Rose,Minnesota Timberwolves,290951,2018
Lamar Patterson,Atlanta Hawks,246956,2018
Wade Baldwin IV,Portland Trail Blazers,229892,2018
Larry Sanders,Cleveland Cavaliers,207722,2018
Georgios Papagiannis,Sacramento Kings,185397,2018
Shaquille Harrison,Phoenix Suns,175000,2018
Travis Wear,Los Angeles Lakers,148318,2018
Ray McCallum,Charlotte Hornets,121112,2018
Manny Harris,Dallas Mavericks,115344,2018
Tim Quarterman,Houston Rockets,96406,2018
Aaron Harrison,Dallas Mavericks,91442,2018
Marquis Teague,Memphis Grizzlies,74186,2018
Mike Tobey,Charlotte Hornets,67135,2018
MarShon Brooks,Memphis Grizzlies,60283,2018
Jordan Crawford,New Orleans Pelicans,58190,2018
Justin Harper,Philadelphia 76ers,57672,2018
Alonzo Gee,Denver Nuggets,57672,2018
Nigel Hayes,Toronto Raptors,55296,2018
David Stockton,Utah Jazz,44495,2018
Jonathan Gibson,Boston Celtics,44495,2018
Pierre Jackson,Dallas Mavericks,31969,2018
Andre Ingram,Los Angeles Lakers,13824,2018
Amile Jefferson,Orlando Magic,4608,2018
Aaron Jackson,Houston Rockets,4608,2018
Stephen Curry,Golden State Warriors,37457154,2019
Chris Paul,Houston Rockets,35654150,2019
LeBron James,Los Angeles Lakers,35654150,2019
Russell Westbrook,Oklahoma City Thunder,35654150,2019
Blake Griffin,Detroit Pistons,32088932,2019
Gordon Hayward,Boston Celtics,31214295,2019
Kyle Lowry,Toronto Raptors,31200000,2019
Paul George,Oklahoma City Thunder,30560700,2019
Mike Conley,Memphis Grizzlies,30521115,2019
James Harden,Houston Rockets,30421854,2019
Kevin Durant,Golden State Warriors,30000000,2019
Paul Millsap,Denver Nuggets,29230769,2019
Al Horford,Boston Celtics,28928709,2019
Damian Lillard,Portland Trail Blazers,27977689,2019
DeMar DeRozan,San Antonio Spurs,27739975,2019
Otto Porter Jr.,Washington Wizards,26011913,2019
Jrue Holiday,New Orleans Pelicans,25976111,2019
CJ McCollum,Portland Trail Blazers,25759766,2019
Joel Embiid,Philadelphia 76ers,25467250,2019
Andrew Wiggins,Minnesota Timberwolves,25467250,2019
Bradley Beal,Washington Wizards,25434263,2019
Anthony Davis,New Orleans Pelicans,25434263,2019
Andre Drummond,Detroit Pistons,25434263,2019
Hassan Whiteside,Miami Heat,25434262,2019
Nikola Jokic,Denver Nuggets,24605181,2019
Steven Adams,Oklahoma City Thunder,24157303,2019
Giannis Antetokounmpo,Milwaukee Bucks,24157303,2019
Marc Gasol,Memphis Grizzlies,24119025,2019
Kevin Love,Cleveland Cavaliers,24119025,2019
Harrison Barnes,Sacramento Kings,24107258,2019
Chandler Parsons,Memphis Grizzlies,24107258,2019
Nicolas Batum,Charlotte Hornets,24000000,2019
Rudy Gobert,Utah Jazz,23241573,2019
Kawhi Leonard,Toronto Raptors,23114067,2019
DeAndre Jordan,New York Knicks,22897200,2019
LaMarcus Aldridge,San Antonio Spurs,22347015,2019
Serge Ibaka,Toronto Raptors,21666667,2019
Aaron Gordon,Orlando Magic,21590909,2019
Danilo Gallinari,Los Angeles Clippers,21587579,2019
Victor Oladipo,Indiana Pacers,21000000,2019
Jimmy Butler,Philadelphia 76ers,20445779,2019
Ryan Anderson,Phoenix Suns,20421546,2019
Kyrie Irving,Boston Celtics,20099189,2019
Jabari Parker,Washington Wizards,20000000,2019
Zach LaVine,Chicago Bulls,19500000,2019
Tyler Johnson,Phoenix Suns,19356932,2019
Tim Hardaway Jr.,New York Knicks,19200127,2019
John Wall,Washington Wizards,19169800,2019
George Hill,Milwaukee Bucks,19000000,2019
Jeff Teague,Minnesota Timberwolves,19000000,2019
Klay Thompson,Golden State Warriors,18988725,2019
Allen Crabbe,Brooklyn Nets,18500000,2019
Goran Dragic,Miami Heat,18109175,2019
Kent Bazemore,Atlanta Hawks,18089887,2019
Evan Turner,Portland Trail Blazers,17868853,2019
Draymond Green,Golden State Warriors,17469565,2019
Tristan Thompson,Cleveland Cavaliers,17469565,2019
Evan Fournier,Orlando Magic,17150000,2019
Reggie Jackson,Detroit Pistons,17043478,2019
Bismack Biyombo,Charlotte Hornets,17000000,2019
Derrick Favors,Utah Jazz,16900000,2019
Jonas Valanciunas,Memphis Grizzlies,16539326,2019
Gary Harris,Denver Nuggets,16517857,2019
Timofey Mozgov,Orlando Magic,16000000,2019
Andre Iguodala,Golden State Warriors,16000000,2019
Ian Mahinmi,Washington Wizards,15944154,2019
Dennis Schroder,Oklahoma City Thunder,15500000,2019
DeMarre Carroll,Brooklyn Nets,15400000,2019
Gorgui Dieng,Minnesota Timberwolves,15170787,2019
Trevor Ariza,Washington Wizards,15000000,2019
Eric Bledsoe,Milwaukee Bucks,15000000,2019
Ricky Rubio,Utah Jazz,14975000,2019
Tobias Harris,Philadelphia 76ers,14800000,2019
JR Smith,Cleveland Cavaliers,14720000,2019
James Johnson,Miami Heat,14651700,2019
Luke Babbitt,Miami Heat,14651700,2019
Brandon Knight,Houston Rockets,14631250,2019
Robin Lopez,Chicago Bulls,14357750,2019
Marvin Williams,Charlotte Hornets,14087500,2019
Taj Gibson,Minnesota Timberwolves,14000000,2019
Thaddeus Young,Indiana Pacers,13964045,2019
Clint Capela,Houston Rockets,13793104,2019
Marcin Gortat,Los Angeles Clippers,13565218,2019
Cody Zeller,Charlotte Hornets,13528090,2019
Eric Gordon,Houston Rockets,13500375,2019
Joe Ingles,Utah Jazz,13045455,2019
Khris Middleton,Milwaukee Bucks,13000000,2019
Michael Kidd-Gilchrist,Charlotte Hornets,13000000,2019
Mason Plumlee,Denver Nuggets,12917808,2019
Wilson Chandler,Philadelphia 76ers,12800562,2019
Nikola Vucevic,Orlando Magic,12750000,2019
Kelly Olynyk,Miami Heat,12537527,2019
Miles Plumlee,Atlanta Hawks,12500000,2019
Jordan Clarkson,Cleveland Cavaliers,12500000,2019
Nikola Mirotic,Milwaukee Bucks,12500000,2019
Tyreke Evans,Indiana Pacers,12400000,2019
Courtney Lee,New York Knicks,12253780,2019
Solomon Hill,New Orleans Pelicans,12252928,2019
JJ Redick,Philadelphia 76ers,12250000,2019
Kentavious Caldwell-Pope,Los Angeles Lakers,12000000,2019
Avery Bradley,Memphis Grizzlies,12000000,2019
Kemba Walker,Charlotte Hornets,12000000,2019
Will Barton,Denver Nuggets,11830358,2019
T.J. Warren,Phoenix Suns,11750000,2019
Zach Randolph,Dallas Mavericks,11692308,2019
Marcus Smart,Boston Celtics,11660716,2019
Patty Mills,San Antonio Spurs,11571429,2019
Dion Waiters,Miami Heat,11550000,2019
Alec Burks,Utah Jazz,11536515,2019
John Henson,Milwaukee Bucks,11327466,2019
Omer Asik,Chicago Bulls,11286516,2019
Jusuf Nurkic,Portland Trail Blazers,11111111,2019
Iman Shumpert,Sacramento Kings,11011234,2019
Maurice Harkless,Portland Trail Blazers,10837079,2019
Tony Snell,Milwaukee Bucks,10807143,2019
Meyers Leonard,Portland Trail Blazers,10595506,2019
Bojan Bogdanovic,Indiana Pacers,10500000,2019
Terrence Ross,Orlando Magic,10500000,2019
Robert Covington,Philadelphia 76ers,10464092,2019
Rudy Gay,San Antonio Spurs,10087200,2019
Jon Leuer,Detroit Pistons,10002681,2019
Andre Roberson,Oklahoma City Thunder,10000000,2019
Danny Green,Toronto Raptors,10000000,2019
Darren Collison,Indiana Pacers,10000000,2019
Dwight Powell,Dallas Mavericks,9631250,2019
Matthew Dellavedova,Milwaukee Bucks,9607500,2019
Dante Exum,Utah Jazz,9600000,2019
Jared Dudley,Brooklyn Nets,9530000,2019
Norman Powell,Toronto Raptors,9367200,2019
Josh Richardson,Miami Heat,9367200,2019
Bogdan Bogdanovic,Sacramento Kings,9000000,2019
Rajon Rondo,Los Angeles Lakers,9000000,2019
E'Twaun Moore,New Orleans Pelicans,8808685,2019
Cristiano Felicio,Chicago Bulls,8740980,2019
Kosta Koufos,Sacramento Kings,8739500,2019
Fred VanVleet,Toronto Raptors,8653847,2019
Jerami Grant,Oklahoma City Thunder,8653847,2019
Kyle Anderson,Memphis Grizzlies,8641000,2019
Julius Randle,New Orleans Pelicans,8641000,2019
Jerryd Bayless,Minnesota Timberwolves,8575916,2019
Markelle Fultz,Philadelphia 76ers,8339880,2019
C.J. Miles,Memphis Grizzlies,8333333,2019
Joe Harris,Brooklyn Nets,8333333,2019
Shaun Livingston,Golden State Warriors,8307692,2019
Deandre Ayton,Phoenix Suns,8165160,2019
Garrett Temple,Memphis Grizzlies,8000000,2019
Lou Williams,Los Angeles Clippers,8000000,2019
P.J. Tucker,Houston Rockets,7969537,2019
Cory Joseph,Indiana Pacers,7945000,2019
Karl-Anthony Towns,Minnesota Timberwolves,7839435,2019
JaMychal Green,Memphis Grizzlies,7666667,2019
Kyle Korver,Utah Jazz,7560000,2019
Jeremy Lamb,Charlotte Hornets,7488372,2019
Darrell Arthur,Phoenix Suns,7464912,2019
Lonzo Ball,Los Angeles Lakers,7461960,2019
Doug McDermott,Indiana Pacers,7333333,2019
Jae Crowder,Utah Jazz,7305825,2019
Marvin Bagley III,Sacramento Kings,7305600,2019
D.J. Augustin,Orlando Magic,7250000,2019
Dewayne Dedmon,Atlanta Hawks,7200000,2019
Lance Thomas,New York Knicks,7119650,2019
D'Angelo Russell,Brooklyn Nets,7019698,2019
Davis Bertans,San Antonio Spurs,7000000,2019
Ersan Ilyasova,Milwaukee Bucks,7000000,2019
Langston Galloway,Detroit Pistons,7000000,2019
Boban Marjanovic,Philadelphia 76ers,7000000,2019
Al-Farouq Aminu,Portland Trail Blazers,6957105,2019
Jayson Tatum,Boston Celtics,6700800,2019
Luka Doncic,Dallas Mavericks,6560640,2019
Nemanja Bjelica,Sacramento Kings,6500000,2019
Mario Hezonja,New York Knicks,6500000,2019
Ben Simmons,Philadelphia 76ers,6434520,2019
Milos Teodosic,Los Angeles Clippers,6300000,2019
Marco Belinelli,San Antonio Spurs,6153846,2019
Wesley Johnson,Washington Wizards,6134520,2019
Josh Jackson,Phoenix Suns,6041520,2019
Jonathon Simmons,Philadelphia 76ers,6000000,2019
Ish Smith,Detroit Pistons,6000000,2019
Montrezl Harrell,Los Angeles Clippers,6000000,2019
Jaren Jackson Jr.,Memphis Grizzlies,5915040,2019
Brandon Ingram,Los Angeles Lakers,5757120,2019
Kristaps Porzingis,Dallas Mavericks,5697054,2019
De'Aaron Fox,Sacramento Kings,5470920,2019
Ben McLemore,Sacramento Kings,5460000,2019
Alex Abrines,Oklahoma City Thunder,5455236,2019
Patrick Patterson,Oklahoma City Thunder,5451600,2019
Jason Smith,Washington Wizards,5450000,2019
Marcus Morris Sr.,Boston Celtics,5375000,2019
Trae Young,Atlanta Hawks,5356440,2019
DeMarcus Cousins,Golden State Warriors,5337000,2019
Dwight Howard,Washington Wizards,5337000,2019
Alexis Ajinca,Los Angeles Clippers,5285394,2019
Thabo Sefolosha,Utah Jazz,5250000,2019
Aron Baynes,Boston Celtics,5193600,2019
Jaylen Brown,Boston Celtics,5169960,2019
Patrick Beverley,Los Angeles Clippers,5027028,2019
Tony Parker,Charlotte Hornets,5000000,2019
Mike Muscala,Philadelphia 76ers,5000000,2019
Alan Williams,Brooklyn Nets,5000000,2019
Dirk Nowitzki,Dallas Mavericks,5000000,2019
Kyle Singler,Oklahoma City Thunder,4996000,2019
Jonathan Isaac,Orlando Magic,4969080,2019
Mo Bamba,Orlando Magic,4865040,2019
Anthony Tolliver,Minnesota Timberwolves,4750000,2019
Willie Cauley-Stein,Sacramento Kings,4696875,2019
Dragan Bender,Phoenix Suns,4661280,2019
Lauri Markkanen,Chicago Bulls,4536120,2019
Ed Davis,Brooklyn Nets,4449000,2019
Kyle O'Quinn,Indiana Pacers,4449000,2019
Lance Stephenson,Los Angeles Lakers,4449000,2019
Wendell Carter Jr.,Chicago Bulls,4441200,2019
Justin Holiday,Memphis Grizzlies,4384616,2019
Alex Len,Atlanta Hawks,4350000,2019
Mike Scott,Philadelphia 76ers,4320500,2019
Luc Mbah a Moute,Los Angeles Clippers,4320500,2019
Emmanuel Mudiay,New York Knicks,4294480,2019
Kris Dunn,Chicago Bulls,4221000,2019
Frank Ntilikina,New York Knicks,4155720,2019
Glenn Robinson III,Detroit Pistons,4075000,2019
Collin Sexton,Cleveland Cavaliers,4068600,2019
Stanley Johnson,Detroit Pistons,3940402,2019
Buddy Hield,Sacramento Kings,3844760,2019
Dennis Smith Jr.,New York Knicks,3819960,2019
Kevin Knox II,New York Knicks,3739920,2019
J.J. Barea,Dallas Mavericks,3710850,2019
Nene Hilario,Houston Rockets,3651480,2019
Zach Collins,Portland Trail Blazers,3628920,2019
Frank Kaminsky,Charlotte Hornets,3627842,2019
Mikal Bridges,Phoenix Suns,3552960,2019
Michael Beasley,Los Angeles Lakers,3500000,2019
Jamal Murray,Denver Nuggets,3499800,2019
Rodney Hood,Portland Trail Blazers,3472887,2019
Jodie Meeks,Toronto Raptors,3454500,2019
Justise Winslow,Miami Heat,3448926,2019
Malik Monk,Charlotte Hornets,3447480,2019
Myles Turner,Indiana Pacers,3410284,2019
Allonzo Trier,New York Knicks,3382000,2019
Brook Lopez,Milwaukee Bucks,3382000,2019
Shai Gilgeous-Alexander,Los Angeles Clippers,3375360,2019
Trey Lyles,Denver Nuggets,3364249,2019
Ekpe Udoh,Utah Jazz,3360000,2019
Devin Booker,Phoenix Suns,3314365,2019
Luke Kennard,Detroit Pistons,3275280,2019
Cameron Payne,Cleveland Cavaliers,3263294,2019
Troy Daniels,Phoenix Suns,3258539,2019
Kelly Oubre Jr.,Washington Wizards,3208630,2019
Miles Bridges,Charlotte Hornets,3206640,2019
Marquese Chriss,Houston Rockets,3206160,2019
Tomas Satoransky,Washington Wizards,3129187,2019
Bryn Forbes,San Antonio Spurs,3125000,2019
Donovan Mitchell,Utah Jazz,3111480,2019
Terry Rozier,Boston Celtics,3050390,2019
Jerome Robinson,Los Angeles Clippers,3046200,2019
Yogi Ferrell,Sacramento Kings,3000000,2019
Elfrid Payton,New Orleans Pelicans,3000000,2019
Bam Adebayo,Miami Heat,2955840,2019
Jakob Poeltl,San Antonio Spurs,2947320,2019
Michael Porter Jr.,Denver Nuggets,2894160,2019
Justin Jackson,Sacramento Kings,2807880,2019
Thon Maker,Milwaukee Bucks,2799720,2019
Seth Curry,Portland Trail Blazers,2795000,2019
Cedi Osman,Cleveland Cavaliers,2775000,2019
Sam Dekker,Washington Wizards,2760095,2019
Troy Brown Jr.,Washington Wizards,2749080,2019
Justin Patton,Philadelphia 76ers,2667600,2019
Guerschon Yabusele,Boston Celtics,2667600,2019
Domantas Sabonis,Indiana Pacers,2659800,2019
Jerian Grant,Orlando Magic,2639314,2019
Delon Wright,Memphis Grizzlies,2536898,2019
D.J. Wilson,Milwaukee Bucks,2534280,2019
Dario Saric,Philadelphia 76ers,2526840,2019
Zhaire Smith,Philadelphia 76ers,2526840,2019
Taurean Prince,Atlanta Hawks,2526840,2019
Justin Anderson,Atlanta Hawks,2516048,2019
Manu Ginobili,San Antonio Spurs,2500000,2019
Reggie Bullock,Los Angeles Lakers,2500000,2019
Bobby Portis,Washington Wizards,2494346,2019
Dante Cunningham,San Antonio Spurs,2487000,2019
Donte DiVincenzo,Milwaukee Bucks,2481000,2019
Rondae Hollis-Jefferson,Brooklyn Nets,2470357,2019
Emeka Okafor,Philadelphia 76ers,2445085,2019
Kendrick Perkins,Cleveland Cavaliers,2445085,2019
Tyus Jones,Minnesota Timberwolves,2444053,2019
Jarell Martin,Orlando Magic,2416222,2019
T.J. Leaf,Indiana Pacers,2407560,2019
Wayne Ellington,Miami Heat,2383076,2019
Lonnie Walker IV,San Antonio Spurs,2357160,2019
John Collins,Atlanta Hawks,2299080,2019
Denzel Valentine,Chicago Bulls,2280600,2019
Larry Nance Jr.,Cleveland Cavaliers,2272391,2019
Kevin Huerter,Atlanta Hawks,2250960,2019
Brandon Jennings,Milwaukee Bucks,2222803,2019
Harry Giles III,Sacramento Kings,2207040,2019
Darius Miller,New Orleans Pelicans,2205000,2019
Juan Hernangomez,Denver Nuggets,2166360,2019
Josh Okogie,Minnesota Timberwolves,2160720,2019
Raul Neto,Utah Jazz,2150000,2019
Terrance Ferguson,Oklahoma City Thunder,2118840,2019
Grayson Allen,Utah Jazz,2074320,2019
Sean Kilpatrick,Chicago Bulls,2054856,2019
OG Anunoby,Toronto Raptors,2034120,2019
Jarrett Allen,Brooklyn Nets,2034120,2019
Corey Brewer,Sacramento Kings,2000000,2019
Torrey Craig,Denver Nuggets,2000000,2019
Chandler Hutchison,Chicago Bulls,1990520,2019
Ante Zizic,Cleveland Cavaliers,1952760,2019
Shabazz Napier,Brooklyn Nets,1942422,2019
Aaron Holiday,Indiana Pacers,1911960,2019
Tyler Lydon,Denver Nuggets,1874640,2019
Trey Burke,New York Knicks,1795015,2019
DeAndre Liggins,Miami Heat,1795015,2019
Malik Beasley,Denver Nuggets,1773840,2019
Moritz Wagner,Los Angeles Lakers,1762080,2019
Anfernee Simons,Portland Trail Blazers,1760520,2019
Nerlens Noel,Oklahoma City Thunder,1757429,2019
Caleb Swanigan,Sacramento Kings,1740000,2019
Furkan Korkmaz,Philadelphia 76ers,1740000,2019
Landry Shamet,Philadelphia 76ers,1703649,2019
Caris LeVert,Brooklyn Nets,1702800,2019
Jonah Bolden,Philadelphia 76ers,1690000,2019
Kyle Kuzma,Los Angeles Lakers,1689840,2019
Tony Bradley,Utah Jazz,1679520,2019
Derrick White,San Antonio Spurs,1667160,2019
Spencer Dinwiddie,Brooklyn Nets,1656092,2019
Julyan Stone,Chicago Bulls,1656092,2019
MarShon Brooks,Memphis Grizzlies,1656092,2019
Josh Hart,Los Angeles Lakers,1655160,2019
Robert Williams III,Boston Celtics,1654440,2019
Jacob Evans,Golden State Warriors,1644240,2019
Pat Connaughton,Milwaukee Bucks,1641000,2019
DeAndre' Bembry,Atlanta Hawks,1634640,2019
Dzanan Musa,Brooklyn Nets,1632240,2019
James Ennis III,Philadelphia 76ers,1621415,2019
Omari Spellman,Atlanta Hawks,1620480,2019
Luke Kornet,New York Knicks,1619260,2019
Rodions Kurucs,Brooklyn Nets,1618320,2019
Richaun Holmes,Phoenix Suns,1600520,2019
T.J. McConnell,Philadelphia 76ers,1600520,2019
Dwight Buycks,Detroit Pistons,1600520,2019
Malachi Richardson,Toronto Raptors,1569360,2019
Jahlil Okafor,New Orleans Pelicans,1567707,2019
Willy Hernangomez,Charlotte Hornets,1544951,2019
Pascal Siakam,Toronto Raptors,1544951,2019
Dejounte Murray,San Antonio Spurs,1544951,2019
Georgios Papagiannis,Portland Trail Blazers,1544951,2019
Chinanu Onuaku,Portland Trail Blazers,1544951,2019
Cheick Diallo,New Orleans Pelicans,1544951,2019
Timothe Luwawu-Cabarrot,Oklahoma City Thunder,1544951,2019
Jake Layman,Portland Trail Blazers,1544951,2019
Quinn Cook,Golden State Warriors,1544951,2019
Ivica Zubac,Los Angeles Lakers,1544951,2019
Rodney McGruder,Miami Heat,1544951,2019
Wade Baldwin IV,Portland Trail Blazers,1544951,2019
Malcolm Brogdon,Milwaukee Bucks,1544951,2019
Andrew Harrison,Memphis Grizzlies,1544951,2019
Dorian Finney-Smith,Dallas Mavericks,1544951,2019
Paul Zipser,Chicago Bulls,1544951,2019
Wayne Selden,Memphis Grizzlies,1544951,2019
Skal Labissiere,Sacramento Kings,1544951,2019
Damian Jones,Golden State Warriors,1544951,2019
Alex Poythress,Atlanta Hawks,1544951,2019
Shelvin Mack,Charlotte Hornets,1512601,2019
Omri Casspi,Memphis Grizzlies,1512601,2019
Georges Niang,Utah Jazz,1512601,2019
Raymond Felton,Oklahoma City Thunder,1512601,2019
Quincy Pondexter,San Antonio Spurs,1512601,2019
Troy Williams,Sacramento Kings,1512601,2019
Carmelo Anthony,Houston Rockets,1512601,2019
Jamal Crawford,Phoenix Suns,1512601,2019
Amir Johnson,Philadelphia 76ers,1512601,2019
David Nwaba,Cleveland Cavaliers,1512601,2019
Luol Deng,Minnesota Timberwolves,1512601,2019
Isaiah Canaan,Phoenix Suns,1512601,2019
Derrick Jones Jr.,Miami Heat,1512601,2019
Udonis Haslem,Miami Heat,1512601,2019
Dwyane Wade,Miami Heat,1512601,2019
JaVale McGee,Los Angeles Lakers,1512601,2019
Isaiah Thomas,Denver Nuggets,1512601,2019
Jeff Green,Washington Wizards,1512601,2019
Kevon Looney,Golden State Warriors,1512601,2019
Jonas Jerebko,Golden State Warriors,1512601,2019
Christian Wood,Milwaukee Bucks,1512601,2019
Derrick Rose,Minnesota Timberwolves,1512601,2019
Jose Calderon,Detroit Pistons,1512601,2019
Zaza Pachulia,Detroit Pistons,1512601,2019
Noah Vonleh,New York Knicks,1512601,2019
Gerald Green,Houston Rockets,1512601,2019
Devin Harris,Dallas Mavericks,1512601,2019
Channing Frye,Cleveland Cavaliers,1512601,2019
Ian Clark,New Orleans Pelicans,1512601,2019
Treveon Graham,Brooklyn Nets,1512601,2019
Vince Carter,Atlanta Hawks,1512601,2019
Sviatoslav Mykhailiuk,Los Angeles Lakers,1487694,2019
Mitchell Robinson,New York Knicks,1485440,2019
Dwayne Bacon,Charlotte Hornets,1378242,2019
Tyler Dorsey,Memphis Grizzlies,1378242,2019
Dillon Brooks,Memphis Grizzlies,1378242,2019
Jordan Bell,Golden State Warriors,1378242,2019
Thomas Bryant,Washington Wizards,1378242,2019
Royce O'Neale,Utah Jazz,1378242,2019
Abdel Nader,Oklahoma City Thunder,1378242,2019
Brandon Paul,San Antonio Spurs,1378242,2019
Jawun Evans,Oklahoma City Thunder,1378242,2019
Wes Iwundu,Orlando Magic,1378242,2019
Khem Birch,Orlando Magic,1378242,2019
Ivan Rabb,Memphis Grizzlies,1378242,2019
Damyean Dotson,New York Knicks,1378242,2019
Jaylen Morris,Milwaukee Bucks,1378242,2019
Frank Mason III,Sacramento Kings,1378242,2019
Sterling Brown,Milwaukee Bucks,1378242,2019
Rodney Purvis,Miami Heat,1378242,2019
David Stockton,Los Angeles Lakers,1378242,2019
Ike Anigbogu,Indiana Pacers,1378242,2019
Zhou Qi,Houston Rockets,1378242,2019
Antonius Cleveland,Dallas Mavericks,1378242,2019
Maxi Kleber,Dallas Mavericks,1378242,2019
Sindarius Thornwell,Los Angeles Clippers,1378242,2019
Frank Jackson,New Orleans Pelicans,1378242,2019
Semi Ojeleye,Boston Celtics,1378242,2019
Daniel Theis,Boston Celtics,1378242,2019
Jabari Bird,Atlanta Hawks,1349464,2019
Ben Moore,San Antonio Spurs,1349383,2019
Monte Morris,Denver Nuggets,1349383,2019
Daniel Hamilton,Atlanta Hawks,1349383,2019
Alfonzo McKinnie,Golden State Warriors,1349383,2019
Antonio Blakeney,Chicago Bulls,1349383,2019
Ryan Arcidiacono,Chicago Bulls,1349383,2019
Tyrone Wallace,Los Angeles Clippers,1349383,2019
Tyson Chandler,Phoenix Suns,1333140,2019
Shaquille Harrison,Chicago Bulls,1311265,2019
Elie Okobo,Phoenix Suns,1238464,2019
Jalen Brunson,Dallas Mavericks,1230000,2019
Okaro White,Washington Wizards,1187862,2019
Joakim Noah,Memphis Grizzlies,1093858,2019
Melvin Frazier Jr.,Orlando Magic,1050000,2019
Nick Young,Denver Nuggets,1042584,2019
Isaac Bonga,Los Angeles Lakers,1000000,2019
Devonte' Graham,Charlotte Hornets,988464,2019
De'Anthony Melton,Phoenix Suns,949000,2019
Ron Baker,Washington Wizards,948580,2019
Austin Rivers,Washington Wizards,922943,2019
Chasson Randle,Washington Wizards,869094,2019
Hamidou Diallo,Oklahoma City Thunder,838464,2019
Chimezie Metu,San Antonio Spurs,838464,2019
Gary Trent Jr.,Portland Trail Blazers,838464,2019
Jevon Carter,Memphis Grizzlies,838464,2019
Isaiah Briscoe,Orlando Magic,838464,2019
Jarred Vanderbilt,Denver Nuggets,838464,2019
Alize Johnson,Indiana Pacers,838464,2019
Isaiah Hartenstein,Houston Rockets,838464,2019
Bruce Brown,Detroit Pistons,838464,2019
Khyri Thomas,Detroit Pistons,838464,2019
Keita Bates-Diop,Minnesota Timberwolves,838464,2019
Ryan Broekhoff,Dallas Mavericks,838464,2019
Kenrich Williams,New Orleans Pelicans,838464,2019
Brad Wanamaker,Boston Celtics,838464,2019
Patrick McCaw,Toronto Raptors,777665,2019
Kenneth Faried,Brooklyn Nets,683661,2019
Brandon Goodwin,Denver Nuggets,630032,2019
Gary Clark,Houston Rockets,596873,2019
Bruno Caboclo,Memphis Grizzlies,522151,2019
Wesley Matthews,New York Knicks,512746,2019
Salah Mejri,Dallas Mavericks,512746,2019
Nik Stauskas,Portland Trail Blazers,504200,2019
Jeremy Lin,Toronto Raptors,487109,2019
Enes Kanter,Portland Trail Blazers,487109,2019
John Jenkins,Washington Wizards,486520,2019
Chris Boucher,Toronto Raptors,457418,2019
Malcolm Miller,Toronto Raptors,457418,2019
Markieff Morris,Washington Wizards,427288,2019
Henry Ellenson,New York Knicks,341831,2019
Pau Gasol,San Antonio Spurs,333285,2019
Andrew Bogut,Golden State Warriors,307648,2019
Jaylen Adams,Atlanta Hawks,270014,2019
