Name,Season,WP_MEAN
"Gilgeous-Alexander,Shai",2019,0.11512649772486441
"Gilgeous-Alexander,Shai",2020,0.20923467802332824
"Ginóbili,Manu",2018,0.09662935828353562
"Gobert,Rudy",2018,0.12279446655705233
"Gobert,Rudy",2019,0.1328471431677691
"Gobert,Rudy",2020,0.12965695196706586
"Goodwin,Brandon",2019,0.025829631958953526
"Goodwin,Brandon",2020,0.06826929120998942
"Gordon,Aaron",2018,0.19626057724026394
"Gordon,Aaron",2019,0.17111141853979642
"Gordon,Aaron",2020,0.1587099246964552
"Gordon,Eric",2018,0.18865818266419304
"Gordon,Eric",2019,0.17760372804363347
"Gordon,Eric",2020,0.16403601000316867
"Gortat,Marcin",2018,0.07948965640596234
"Gortat,Marcin",2019,0.04637483289278105
"Graham,Devonte'",2019,0.06340553648036572
"Graham,Devonte'",2020,0.2079046965356616
"Graham,Treveon",2018,0.03846491854295479
"Graham,Treveon",2019,0.05525394905583081
"Graham,Treveon",2020,0.04712484965530317
"Grant,Jerami",2018,0.07839261492217395
"Grant,Jerami",2019,0.13319618288053375
"Grant,Jerami",2020,0.11577483146257914
"Grant,Jerian",2018,0.09047914648139668
"Grant,Jerian",2019,0.045657535118889925
"Grantham,Donte",2019,0.008375604380903946
"Gray,Josh",2018,0.09747602768832073
"Gray,Josh",2020,0.017501809693818364
"Green,Danny",2018,0.09999032745481001
"Green,Danny",2019,0.09590343077785889
"Green,Danny",2020,0.084734715932411
"Green,Draymond",2018,0.1292758664975383
"Green,Draymond",2019,0.1038663604952573
"Green,Draymond",2020,0.10372940497997495
"Green,Gerald",2018,0.11252014807262649
"Green,Gerald",2019,0.0922583469188135
"Green,JaMychal",2018,0.09759275305569681
"Green,JaMychal",2019,0.08760726011492627
"Green,JaMychal",2020,0.06337584807269508
"Green,Javonte",2020,0.03856545182188235
"Green,Jeff",2018,0.10300941854442669
"Green,Jeff",2019,0.12236638094841751
"Green,Jeff",2020,0.08696971154589854
"Griffin,Blake",2018,0.23380086669632172
"Griffin,Blake",2019,0.25694417288945376
"Griffin,Blake",2020,0.18805388003375037
"Guduric,Marko",2020,0.050036609147537214
"Guy,Kyle",2020,0.008375604380903946
"Hachimura,Rui",2020,0.13267758297582127
"Hall,Devon",2020,0.02468220697448727
"Hall,Donta",2020,0.0044895724018885995
"Hamilton,Daniel",2018,0.04096710748378281
"Hamilton,Daniel",2019,0.037534527876863295
"Hannahs,Dusty",2019,0.06569807734401167
"Hannahs,Dusty",2020,0.05915663095817733
"Hardaway,Tim",2018,0.19140711306583033
"Hardaway,Tim",2019,0.19997826362118024
"Hardaway,Tim",2020,0.16397423148704995
"Harden,James",2018,0.321858638833179
"Harden,James",2019,0.3758670268402749
"Harden,James",2020,0.3570698291284146
"Harkless,Maurice",2018,0.06430078374442326
"Harkless,Maurice",2019,0.07356841755443386
"Harkless,Maurice",2020,0.05590201764545925
"Harper,Jared",2020,0.008375604380903946
"Harrell,Montrezl",2018,0.09324105883109032
"Harrell,Montrezl",2019,0.14462028663644008
"Harrell,Montrezl",2020,0.1697222979097767
"Harris,Devin",2018,0.08731612904607547
"Harris,Devin",2019,0.06790779408960322
"Harris,Gary",2018,0.17790259353327473
"Harris,Gary",2019,0.1400236310033949
"Harris,Gary",2020,0.11402446742506779
"Harris,Joe",2018,0.10357655426030586
"Harris,Joe",2019,0.12846354321238848
"Harris,Joe",2020,0.13834246999123145
"Harris,Tobias",2018,0.19585140804885712
"Harris,Tobias",2019,0.20388953954014932
"Harris,Tobias",2020,0.20567857710065685
"Harrison,Aaron",2018,0.08266172198295424
"Harrison,Andrew",2018,0.10360144696282622
"Harrison,Andrew",2019,0.03816800966903511
"Harrison,Shaquille",2018,0.08095251925633298
"Harrison,Shaquille",2019,0.0765216126870435
"Harrison,Shaquille",2020,0.06234102211145254
