Name,Season,AWS_MEAN
"Green,Danny",2020,5.447540983606557
"Green,Draymond",2018,12.789560439560443
"Green,Draymond",2019,11.58522727272727
"Green,Draymond",2020,9.044186046511628
"Green,Gerald",2018,4.42280701754386
"Green,Gerald",2019,3.6861445783132543
"Green,JaMychal",2018,7.1118181818181805
"Green,JaMychal",2019,6.282394366197183
"Green,JaMychal",2020,4.609259259259259
"Green,Javonte",2020,2.8609374999999995
"Green,Jeff",2018,4.986999999999998
"Green,Jeff",2019,6.951298701298701
"Green,Jeff",2020,4.4125
"Griffin,Blake",2018,12.581896551724135
"Griffin,Blake",2019,14.538961038961036
"Griffin,Blake",2020,7.244444444444446
"Guduric,Marko",2020,2.9871794871794872
"Guy,Kyle",2020,-0.7
"Hachimura,Rui",2020,6.813414634146342
"Hall,Devon",2020,0.38333333333333347
"Hall,Donta",2020,1.7750000000000001
"Hamilton,Daniel",2018,2.4499999999999997
"Hamilton,Daniel",2019,2.7323529411764707
"Hannahs,Dusty",2019,1.0000000000000004
"Hannahs,Dusty",2020,1.6500000000000006
"Hardaway,Tim",2018,8.05701754385965
"Hardaway,Tim",2019,7.42
"Hardaway,Tim",2020,7.133333333333334
"Harden,James",2018,19.59101123595506
"Harden,James",2019,21.893258426966288
"Harden,James",2020,20.818032786885247
"Harkless,Maurice",2018,4.465833333333332
"Harkless,Maurice",2019,5.155921052631578
"Harkless,Maurice",2020,4.4958333333333345
"Harper,Jared",2020,-0.7
"Harrell,Montrezl",2018,6.288815789473684
"Harrell,Montrezl",2019,10.243181818181819
"Harrell,Montrezl",2020,10.603174603174605
"Harris,Devin",2018,4.354929577464787
"Harris,Devin",2019,3.1647058823529415
"Harris,Gary",2018,10.137313432835825
"Harris,Gary",2019,6.191549295774648
"Harris,Gary",2020,5.574107142857144
"Harris,Joe",2018,6.312820512820513
"Harris,Joe",2019,7.883333333333337
"Harris,Joe",2020,7.732539682539685
"Harris,Tobias",2018,9.025625
"Harris,Tobias",2019,10.814361702127659
"Harris,Tobias",2020,9.75769230769231
"Harrison,Aaron",2018,1.3222222222222226
"Harrison,Andrew",2018,5.491818181818183
"Harrison,Andrew",2019,1.5093750000000004
"Harrison,Shaquille",2018,5.24
"Harrison,Shaquille",2019,4.465492957746479
"Harrison,Shaquille",2020,4.163636363636364
"Hart,Josh",2018,5.2655737704918035
"Hart,Josh",2019,4.6856060606060606
